Class Name;DefaultDisplayName;DefaultCategory;Behaviors;DisplayOrder;DefaultIconBlockOffset;DefaultIconViewOffset;DefaultIconViewScale;FirstPersonScale;FirstPersonOffset;FirstPersonRotation;InHandScale;InHandOffset;InHandRotation;CraftingId;DefaultCreativeData;IsCollidable;IsPlaceable;IsDiggingTransparent;IsPlacementTransparent;DefaultIsInteractive;IsEditable;IsNonDuplicable;IsGatherable;HasCollisionBehavior;KillsWhenStuck;IsFluidBlocker;IsTransparent;DefaultShadowStrength;LightAttenuation;EmittedLightAmount;ObjectShadowStrength;DefaultDropContent;DefaultDropCount;DefaultExperienceCount;RequiredToolLevel;MaxStacking;MaxInHandStacking;SleepSuitability;FrictionFactor;Density;NoAutoJump;NoSmoothRise;FuelHeatLevel;FuelFireDuration;DefaultSoundMaterialName;ShovelPower;QuarryPower;HackPower;DefaultMeleePower;DefaultMeleeHitProbability;DefaultProjectilePower;ToolLevel;PlayerLevelRequired;Durability;IsAimable;IsStickable;AlignToVelocity;ProjectileSpeed;ProjectileDamping;ProjectileTipOffset;DisintegratesOnHit;ProjectileStickProbability;DefaultHeat;FireDuration;ExplosionResilience;DefaultExplosionPressure;DefaultExplosionIncendiary;IsExplosionTransparent;DigMethod;DigResilience;ProjectileResilience;DefaultNutritionalValue;DefaultSicknessProbability;FoodType;DefaultRotPeriod;DefaultTextureSlot;DestructionDebrisScale;DefaultDescription
BulletBlock;子弹;Tools;BulletBlockBehavior, ImpactExplosivesBlockBehavior;202;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0,0;0, 0, 45;bullet;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;24;24;0;1;3;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;0.95;0;FALSE;0;;0;;;;;;;;;;;;229;1;子弹需要火器来发射。
BombBlock;炸弹;Tools;ThrowableBlockBehavior, BombBlockBehavior;203;0,0,0;1, 0.75, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.25;0,0,0;0, 0, 0;bomb;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;24;24;0;1;3;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;-1;TRUE;FALSE;FALSE;15;0.9;0;FALSE;0;;0;;60;;;;;;;;;;227;1;炸弹是由火药和铁制成，配有一个缓慢燃烧导火线的球体。它会在抛出几秒后爆炸。
IncendiaryBombBlock;易燃炸弹;Tools;ThrowableBlockBehavior, BombBlockBehavior;204;0,0,0;1, 0.75, 0;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.25;0,0,0;0, 0, 0;incendiarybomb;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;24;24;0;1;3;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;-1;TRUE;FALSE;FALSE;15;0.9;0;FALSE;0;;0;;50;TRUE;;;;;;;;;227;1;炸弹被加入新原料的产物，爆炸时传播可燃性碎片。不要在有木头的区域使用！
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FireworksBlock;烟花;Fireworks;ThrowableBlockBehavior, FireworksBlockBehavior;206;0,-0.15,0;1, 0.75, 1;0.75;0.4;0.5, -0.5, -0.6;0, 40, 0;0.25;0,-0.05,0;0, 0, 0;fireworks;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;40;40;0;1;1.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;-1;TRUE;FALSE;TRUE;45;1;0;FALSE;0;;0;;;;;;;;;;;;227;1;烟花在空中会绽放出美丽的图案，它有八种颜色，八种形状和两种高度（高和低），还能有闪烁效果。烟花头决定了绽放出的颜色和形状，轴的粗细决定了高低，红色稳定剂决定了是否闪烁。
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FlourBlock;面粉;Food;;208;0,0,0;0, 0, 1;1;0.4;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.12,0;0, 0, 45;flour;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;198;1;面粉通过碾碎黑麦制成。将它和水混合可制成面团。
DoughBlock;面团;Food;RotBlockBehavior;209;0,0,0;1, 1, 1;1.1;0.4;0.5, -0.5, -0.6;1, 1, 1;0.3;0,0.06,0;90, 0, 0;dough;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;20;214;1;面团通过混合面粉和水制成。它能被烤成面包。
RottenDoughBlock;发霉面团;Food;;210;0,0,0;1, 1, 1;1.1;0.4;0.5, -0.5, -0.6;1, 1, 1;0.3;0,0.06,0;90, 0, 0;rottendough;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;;;;;214;1;发霉的面团，不能吃。
BreadBlock;面包;Food;RotBlockBehavior;211;0,0,0;1, 1, 1;1.1;0.4;0.5, -0.5, -0.6;1, 1, 1;0.3;0,0.06,0;90, 0, 0;bread;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;0.5;;Bread;120;230;1;美味又有营养的面包
RottenBreadBlock;发霉面包;Food;;212;0,0,0;1, 1, 1;1.1;0.4;0.5, -0.5, -0.6;1, 1, 1;0.3;0,0.06,0;90, 0, 0;rottenbread;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;0.2;0.75;Bread;;230;1;发霉的面包，不能吃。
RawBirdBlock;生鸟肉;Food;RotBlockBehavior;213;0,0,0;0, 0, 1;1;0.5;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 0;rawbird;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;0.2;0.25;Meat;20;145;1;一只剥皮的生鸟，可生吃，但在火炉中烤熟后更有营养。
CookedBirdBlock;熟鸟肉;Food;RotBlockBehavior;214;0,0,0;0, 0, 1;1;0.5;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 0;cookedbird;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;0.5;;Meat;120;145;1;美味又有营养的熟鸟肉。
RottenBirdBlock;腐鸟肉;Food;;215;0,0,0;0, 0, 1;1;0.5;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 0;rottenbird;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;0.2;0.75;Meat;;145;1;腐鸟肉，不能吃。
RawMeatBlock;生肉;Food;RotBlockBehavior;216;0,0,0;0, 0, 1;1;0.5;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 0;rawmeat;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;0.3;0.25;Meat;20;161;1;一块生肉，可生吃，但在火炉中烤熟后更有营养。
CookedMeatBlock;熟肉;Food;RotBlockBehavior;217;0,0,0;0, 0, 1;1;0.5;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 0;cookedmeat;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;0.8;;Meat;120;161;1;美味又有营养的熟肉。
RottenMeatBlock;腐肉;Food;;218;0,0,0;0, 0, 1;1;0.5;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 0;rottenmeat;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;0.2;0.75;Meat;;161;1;腐肉，不能吃。
RawFishBlock;生鱼;Food;RotBlockBehavior;219;0,0,0;0, 0, 1;1;0.5;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 0;rawfish;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;0.25;0.25;Fish;10;130;1;一条生鱼，可生吃，但在火炉中烤熟后更有营养。
CookedFishBlock;熟鱼;Food;RotBlockBehavior;220;0,0,0;0, 0, 1;1;0.5;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 0;cookedfish;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;0.7;;Fish;120;130;1;美味又有营养的熟鱼。
RottenFishBlock;腐鱼;Food;;221;0,0,0;0, 0, 1;1;0.5;0.5, -0.5, -0.6;0, -70, 0;0.3;0,0.06,0;0, 0, 0;rottenfish;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;12;40;0;1;0.5;FALSE;FALSE;0;0;;1;1;1;1;0.66;0;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;0.2;0.75;Fish;;130;1;腐鱼，不能吃。
MilkBucketBlock;牛奶桶;Food;RotBlockBehavior;222;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.05,-0.15;60, 0, 0;milkbucket;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;0.15;;;60;63;1;装满牛奶的桶，通过对母牛挤奶获得，能饮用。小心附近的公牛们，因为一旦它们感觉到有人靠近母牛就会主动攻击。一只奶牛在挤奶后过一段时间才能再次挤奶。
RottenMilkBucketBlock;变质牛奶;Food;;223;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.05,-0.15;60, 0, 0;rottenmilkbucket;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;0.05;0.75;;;63;1;一桶变质的牛奶，不能吃。
RottenEggBlock;腐蛋;Food;;224;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.3;0,0.12,0;0, 0, 0;rottenegg;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;-1;0;0;0;;;;;12;40;0;1;1.5;FALSE;FALSE;0;0;;1;1;1;0;0.66;0;1;;-1;TRUE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;0.1;0.75;;;15;0.75;腐蛋，不能吃。
PumpkinSoupBucketBlock;南瓜汤;Food;RotBlockBehavior;225;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.05,-0.15;60, 0, 0;pumpkinsoupbucket;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;0.25;;;80;63;1;南瓜汤，美味营养。 可以通过在一桶水中烹制生南瓜来制作。
RottenPumpkinSoupBucketBlock;腐南瓜汤;Food;;226;0,0,0;1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.35;0,0.05,-0.15;60, 0, 0;rottenpumpkinsoupbucket;0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;-1;0;0;0;;;;;1;1;0;1;3;FALSE;FALSE;0;0;;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;;;;;;;;0.1;0.75;;;63;1;腐南瓜汤，不能吃。
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WireBlock;导线;Electrics;;228;0,0,0;0, 0, 1;0.85;0.4;0.5, -0.5, -0.6;0, 40, 0;0.4;0,0.2,0;0, 0, 0;wire;0;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;0;0;;;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;20;;;TRUE;Hack;1;1;;;;;79;0.33;导电性优良的细铜导线，用于组成电路。能置于任意表面，并且会自动连接周围的导线。它能通过两个对角方块相连接的边缘相连接，从而做出隐藏的连接。
NotGateBlock;逻辑非门;Electrics;;229;0,0.05,0;-1, 1, 1;1.1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;notgate;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;0;;;TRUE;Hack;1;1;;;;;78;0.5;逻辑非门，有一个输入端和一个输出端。输出与输入相反的信号，例如输入是0时则输出1，否则输出0。能置于任意表面，可旋转。
AndGateBlock;逻辑与门;Electrics;;230;0,0.1,0;-1, 1, 1;1.1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;andgate;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;0;;;TRUE;Hack;1;1;;;;;78;0.5;逻辑与门，侧面有两个输入端，顶部一个输出端。当两边输入都是1时输出1，否则输出0。能置于任意表面，可旋转。
OrGateBlock;逻辑或门;Electrics;;231;0,0.1,0;-1, 1, 1;1.1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;orgate;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;0;;;TRUE;Hack;1;1;;;;;78;0.5;逻辑或门，侧面有两个输入端，顶部一个输出端。只要有一边输入1时就输出1，否则输出0。能置于任意表面，可旋转。
XorGateBlock;逻辑异或门;Electrics;;232;0,0.1,0;-1, 1, 1;1.1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;xorgate;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;0;;;TRUE;Hack;1;1;;;;;78;0.5;逻辑异或门，侧面有两个输入端，顶部一个输出端。仅当有一边输入是1时输出1，否则输出0。能置于任意表面，可旋转。
NandGateBlock;逻辑与非门;Electrics;;233;0,0.05,0;-1, 1, 1;1.1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;andgate;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;0;;;TRUE;Hack;1;1;;;;;78;0.5;逻辑与非门，侧面有两个输入端，顶部一个输出端。当两边输入都是1时输出0，否则输出1。能置于任意表面，可旋转。
NorGateBlock;逻辑或非门;Electrics;;234;0,0.05,0;-1, 1, 1;1.1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;orgate;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;0;;;TRUE;Hack;1;1;;;;;78;0.5;逻辑或非门，侧面有两个输入端，顶部一个输出端。只要有一边输入是1时就输出0，否则输出1。能置于任意表面，可旋转。
DelayGateBlock;延时器;Electrics;;235;0,0.1,0;-1, 1, 1;1.2;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;delaygate;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;0;;;TRUE;Hack;1;1;;;;;78;0.5;延时器，有一个输入端和一个输出端。单独一个延时器能够延迟信号大约0.2秒，两个无缝连接的延时器延迟1秒，三个则是5秒。用导线间隔连接的延时器产生的延时则是简单的叠加，例如两个用导线连接的延时器将产生0.4秒的延时，三个则是0.6秒。能置于任意表面，可旋转。
AdjustableDelayGateBlock;可调延时器;Electrics;;236;0,0.1,0;-1, 1, 1;1.2;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;adjustabledelaygate;0;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;0;;;TRUE;Hack;1;1;;;;;78;0.5;可调延时器，有一个输入端和一个输出端。它产生的延时可以以0.01秒的精度调节。能置于任意表面，可旋转。
SRLatchBlock;SR锁存器;Electrics;;237;0,0.05,0;-1, 1, 1;1.2;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;srlatch;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;0;;;TRUE;Hack;1;1;;;;;78;0.5;逻辑SR锁存器，能存储一个信号的存储元件。有三个输入端(S、R、^)和一个输出端。Set端（S）输入一个信号会使它持续输出1，Reset端（R）输入一一个信号会使输出重置为0。它能在同步或异步模式下工作，这取决于时钟端（^）输入是否被连接。同步模式下，当时钟端输入信号上升时，Set端和Reset端的状态仅能读取而不能被设置。能置于任意表面，可旋转。
CounterBlock;4位计数器;Electrics;;238;0,0.05,0;-1, 1, 1;0.9;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;counter;0;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;0;;;TRUE;Hack;1;1;;;;;78;0.5;4位计数器是有递增端(+)、递减端(-)、复位端(背面)和溢出端(°)的4位电子计数器。从顶部输出当前值对应的模拟信号。如需要，可用模数转换器提取实际的4位数字信号。当大于15或小于0时会循环，并从底部输出一个溢出信号。当从背面复位端输入一个信号后会将计数器归零。能置于任意表面，可旋转。
MemoryBankBlock;存储器;Electrics;;239;0,0.05,0;-1, 1, 1;0.75;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;memorybank;0;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;0;;;TRUE;Hack;1;1;;;;;78;0.5;可写存储器能存储256个4位数据。通过向位于左侧(对应纵坐标，两个浅蓝点)和右侧(对应横坐标，一个浅蓝点)的两条地址线输入4位地址来寻址。地址未设定时默认为零。存储在指定地址的值能够在顶部输出被读取。SR锁存器^端以类似的方式被用作底部的输入。底部时钟端（^）的输入作用和SR锁存器的时钟端作用相似，当时钟端无输入时，读取是即时的。如要写入，需要在背面输入要写入的值，同时时钟端要设置0.1伏到0.7伏的低电压(大于等于0.8伏将触发读取)。也可以点击编辑按钮来手动编辑。能置于任意表面，可旋转。
TruthTableCircuitBlock;真值表;Electrics;;240;0,0.05,0;-1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;truthtablecircuit;0;FALSE;TRUE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;0;;;TRUE;Hack;1;1;;;;;78;0.5;一个能根据设定真值表来决定输出的可编程电路。四边都是输入端，背面是输出端。真值表只能通过点击编辑按钮手动编辑。真值表是指为所有可能的输入组合产生对应的输出。能置于任意表面，可旋转。
RealTimeClockBlock;实时钟;Electrics;;241;0,0.05,0;-1, 1, 1;0.9;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;realtimeclock;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;0;;;TRUE;Hack;1;1;;;;;78;0.5;实时钟，持续输出当前的准确时间。即使远离玩家很远它也在更新。世界被创建时从0开始计时，无法重置，所以它总是展示从游戏开始所经过的时间。这个时钟通过五个输出端来输出四位模拟信号。正面1点输出秒（这里的秒相当于现实的0.3秒），2点输出分，3点输出时，4点输出天，背面输出月，十六进制，即一分16秒，一时16分，以此类推。每256天整个实时钟溢出一次。
RandomGeneratorBlock;随机信号产生器;Electrics;;242;0,0.05,0;-1, 1, 1;1.2;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;randomgenerator;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;0;;;TRUE;Hack;1;1;;;;;78;0.5;随机信号发生器，用于产生随机的电信号，有一个输入端和一个输出端，输出端输出当前产生的随机信号。它能在同步或异步模式下工作，这取决于时钟端（^）输入是否被连接。同步模式下，当时钟端输入信号上升时，它会立即产生一个新的随机信号；否则以大约每秒两次的频率产生随机信号。能置于任意表面，可旋转。
DigitalToAnalogConverterBlock;数模转换器;Electrics;;243;0,0.05,0;-1, 1, 1;1;0.4;0.5, -0.5, -0.6;0, 40, 0;0.5;0,0.2,0;0, 0, 0;digitaltoanalogconverter;0;FALSE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;1;0;0;0;#;1;;0;40;40;0;1;3;FALSE;FALSE;0;0;Stone;1;1;1;1;0.66;1;1;;-1;FALSE;FALSE;FALSE;0;;0;FALSE;0;;0;0;;;TRUE;Hack;1;1;;;;;78;0.5;数模转换器，将从四边输入的数字信号转换成模拟信号并在背面输出。能置于任意表面，可旋转。
